,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,helpful_numerator,helpful_denominator,unhelpful,metric,classification
18889,A5UB7VO3SYT23,B000PCVKUM,abbaloosa,"[6, 7]",they fit perfect wash and reshape well and do what they say they do  under a lace bra they cover completely except under a very thin tshirtbut are perfect for under a nursing bra with zero padding  much better than going without  comfortable and they mold to you so no shifting or wrinkling,4.0,Big Improvement,1316649600,"09 22, 2011",6,7,1,0.7142857142857143,1
18892,AENH50GW3OKDA,B00DBMNTYI,K,"[0, 1]",i have been eyeing this necklace for a while and decided to place the order the tear drop is very pretty although not as big as picture shows the crystals are very pretty blue  whiteand green i like everything about it except i want to use a different chain so it looks more grown up so far no crystals have fallen out and though it came all the way from china the seller was great arrived super fast and was well packagedi gave this 4 stars only because of the chain other than that it is a beautiful necklace,4.0,Lovers 2009 Angel Crystal Teardrop Necklace Woman Gift Pierced Color Diamond.....,1383004800,"10 29, 2013",0,1,1,-1.0,0
18908,A3NF67AK7NEVPN,B0007STVPA,seesmj,"[0, 1]",it  is  okeyi bought it for my mother in lawi think she dont like ithehe may be i will not buy shoes online,5.0,it  is  okey.I bought it for my mother in law.i think she don't like it. hehe may be I will not buy shoes online,1389139200,"01 8, 2014",0,1,1,-1.0,0
18911,A3AP0E05I562FJ,B008X0EW44,Lynn V.,"[1, 4]",i gave it to my daughter it fits her well enough for high school use i bought it because of the multitone colors,3.0,Good everdaywear,1372118400,"06 25, 2013",1,4,3,-0.5,0
18912,A2BY0R17DVAR62,B004YZ82RA,"D. de Gannes ""Dilly""","[0, 1]",the quality of the these girls cotton hipsters are very very good  i will be purchasing more very very soon,5.0,Great,1365120000,"04 5, 2013",0,1,1,-1.0,0
18913,A1D0E8YF295O3,B000GHMQWW,Jiggs,"[0, 1]",i ordered these for my son who works in montana  he has worn carhartts for some time and the quality and durability cant be beat for outdoor work  im very please with the price and the quick shipping  hes very please that he has a sturdy long lasting pair of work trousers,5.0,Carhartt Men's Dungarees,1356134400,"12 22, 2012",0,1,1,-1.0,0
18915,A1DNRUA5SNPL2B,B000BU0BF8,bethD,"[1, 1]",for the price the shirt is oki wear it to work cooking in a restaurant it serves the purposeit is a sturdy material the material is stiffrough but ok for workfor the price it is worth it,4.0,Ok shirt,1377734400,"08 29, 2013",1,1,0,1.0,1
18921,A2CYAGBQODBBJM,B0044B5WN6,"Abby L. Nesheim ""a1981""","[0, 3]",this smells awful and i am afraid it will damage my jewelry  i used it once and not it just sits in my closet  not gentle at all,2.0,smells bad,1364860800,"04 2, 2013",0,3,3,-1.0,0
18922,A3KPH6TPCEX6BB,B0001ZNZJM,Umar G.,"[1, 1]",recently purchased this product and i am satisfied withe the quality of this product heres a break down of the pros and cons one of the best pairs of brief i own and i would say its arguably better than most calvin klein briefs and other competitorsproshighly comfortabledurable materialmaterial maintains its consistency shape and tightness doesnt loosen after washing or change in any wayquickdryinglength is perfectwaist band is comfortable doesnt squeeze or irritate at allsmooth durable materialcons if there is any you could argue the price for one pair is a bit high thats for you to decideconclusion i certainly recommend this product its just a very well made product this product does stand out its not like the other products,5.0,The Reviews are True...,1335744000,"04 30, 2012",1,1,0,1.0,1
18925,A1M00QYCX2FDMO,B0053XF2U2,littlefe,"[1, 3]",this would be prefect if it came in an extra small  i have a petite frame but normally these type things in a small fit me well  it fits everywhere except around the top where its really loosethe rest is okay but doesnt hold everything in like spanx does  i bought these because the dress i need to wear it under my spanx were too long on the leg  these do seem to creep a bit like other reviewers said even though i havent worn them that long yet  im hoping a little hair spray around the leg will fix the problem,2.0,Sticking with Spanx!,1350000000,"10 12, 2012",1,3,2,-0.3333333333333333,0
18929,A3C8MN2Y4N5KFX,B000NZTPNU,Vicky,"[1, 1]",lets see  first they are to big and then they stretch even more i got 20 short and because they stretch so much they became longs also there was a hole in the crotch that i fixed myself because i had long gotten rid of packaging my fault but i will never order again ross carriers these once in a while and i think i shall wait for those next time,2.0,warning,1395878400,"03 27, 2014",1,1,0,1.0,1
18931,A11GU5Z86KUYNC,B002VW68HO,M. Hughes,"[0, 1]",after using the bag for a few weeks ive gotten used to lugging around fewer items in my smaller bag  i really like all the compartments  finding things is much quicker  i even like the credit card slots sewn into the lining  ive been converted to a baggallini fan but i still hate the drab rusty tomato color,5.0,Dismal color but otherwise great,1330992000,"03 6, 2012",0,1,1,-1.0,0
18936,AX9FDGOQM0CCR,B000R9ZRRU,Fuzzmom,"[2, 2]",you cant find these anymore  every adult male should have one of these  if you spend a lot on shoes you need to be able to care for them in between visits to the shoe doctor  it holds quite a bit and the cedar is wonderful  highly recommend,5.0,Hard to find,1354579200,"12 4, 2012",2,2,0,1.0,1
18947,A29QANGXKDGZ1A,B004V4IV02,"Cynthia Kester ""RETIRED READER""","[0, 1]",i figured out that most of the weight of a womans purse is the purse itself  that added to the contents was beginning to be just too much  so instead of leather or another material i opted for the lightweight nylon  i had purchased a bag many years ago in a gift shop in canandaigua ny which has since closed down and have never been able to duplicate it  this was as close as i couldget  its a great purse  lightweight large opening good secure zipper  it could have used another zippered pocket inside but the more pockets the more stuff you load it up with and there goes the weightgood deal too under 30,5.0,Lightweight style,1359244800,"01 27, 2013",0,1,1,-1.0,0
18957,A1IQLQI2EEG3OZ,B0007QMKGO,diamond,"[2, 2]",very comfortable holds my stomach in but i dont think they slimmed me that much  however they are very comfortable and that is important rita orlando fl,4.0,comfortable,1356825600,"12 30, 2012",2,2,0,1.0,1
18963,A2S50L9A62Q3KA,B005LYMVJ8,IndyMom,"[0, 1]",i really love the fur trim at the top but unless you have really tiny calves stay away from these i consider my legs to be average size im 58 140 lbs and these are really snug on me i have to do some major tugging to pull them on  i dont know if they will stretch out over time ill keep them and just push the tops down around my lower calvesankles and wear them as slippers around the house glad i have a couple other pairs of these that are stretchier and work better as intended purchased at target,3.0,"cozy, but TIGHT fit!",1388707200,"01 3, 2014",0,1,1,-1.0,0
18967,A1WWY1IOVCVXT3,B0009F9QMO,splanka,"[1, 1]",got these to work in around the house because i knew of the durability of carhartt clothing from past experience  these shirts are very strong and will not tear easily and also feel very comfortable  i had an issue with them fitting about a size to big but wasnt a big deal since i was using it as a work shirt,4.0,Great work shirt..,1369612800,"05 27, 2013",1,1,0,1.0,1
18973,A3NT4N3Z5K7H8G,B00DVF2R34,A. Stone,"[0, 2]",the white material on this shoe looks almost like lace it will be very cool for summer wear great fit as always from skechers,5.0,Great fit!,1396828800,"04 7, 2014",0,2,2,-1.0,0
18976,A26I8RW155YET,B000KI0RM8,Amazon Customer,"[4, 4]",these are awesome  the material is very comfortable  they stay close and dont bag yet dont squeeze you to death either  the cut does not have the central seem that other boxers seem to have which can make them uncomfortable instead the legs come together in more of a basket design  they are pricey but very much worth it,5.0,Finally a perfect boxer,1348185600,"09 21, 2012",4,4,0,1.0,1
18980,A2OTT4J4JLCL1G,B0007CKMA4,"C. Gregory ""C. Gregory""","[1, 1]",i was looking for something to wear on my off days as all the other clothes i have are tshirts and workrelated these fit great look great and seems as if they will last a long time i cant really complain too much as the price makes it work,4.0,Great jeans for a reasonable price,1361577600,"02 23, 2013",1,1,0,1.0,1
18986,A28FG53AH3K4UN,B0007MCQC6,Brett,"[0, 1]",as most already know i dress in mens business professional attire for work almost every day  i tried bostonian once before and had a less than great experience with durability one heel actually came off for no apparent reason but that was years ago  i inspected these shoes carefully upon arrival and found to my pleasure that the shoes seem to be very nice and have a high quality look and feel to them  best of all when i slipped them on they were fairly comfy right off the bat  i ordered an 11 d even though i size at 105 d  wear a nice high quality dress sock and you should be finewear the cheapo no padding version and you may be a bit loose if you order half sizes above your exact fit  the proof will be in the pudding of course but so far so good,5.0,Bostonian Mens Evnaston Loafers,1336435200,"05 8, 2012",0,1,1,-1.0,0
18994,AN1CS6YBLC7BE,B000RDGDPQ,Anonymous,"[0, 1]",this is way too smallit just covers the nipple and areola area so if you are looking for something bigger like i was i dont recommend this,1.0,Too small!,1396483200,"04 3, 2014",0,1,1,-1.0,0
18995,A39BNAXW4ZNZHY,B000GVMK8S,Kindra S. Hampton,"[2, 2]",i ordered this item based on the picture on the web site  i wasnt expecting it to be quite as beautiful but was very pleased to find quality jewelry at a very affordable price  i plan on ordering several more in different sizes  thanks for keeping this customer happy,5.0,SILVER CHAIN,1239667200,"04 14, 2009",2,2,0,1.0,1
19002,A2S5SH6P8MNEDT,B000T9VK56,John T. Sostak,"[1, 1]",first anyone that expects to have some snapon or swiss precision watchmaking tools for less then 10 is soft wake upthis kit is perfect for dad or the guy that likes to help out friends and family for simple things like replacing a watch battery adding a link to a watch band or replacing a watch band ive used it 3 times so far so i know im ahead i cant imagine ever needing to replace or add to this kit when you need to do something on a specific watch google how to do it and use these tools youll be fine if it is a rolex or a real complicated job take it to the jeweler or send it to the factory everyone with common sense gets it rightive used it toadd a link to a stainless steel michael kors watchadjust a stainless band on a swiss army watchreplace a battery and watch band on a timex indiglo watch this watch wont dieso in closing dont buy a more expensive watch repair kit this one is fine more then likely it is way more then you need unless you are a watchmaker in which case you arent reading these reviews unless you are a weird watchmaker,5.0,Save a trip to the watch repair shop,1350086400,"10 13, 2012",1,1,0,1.0,1
